ItemType	Code	Equiv1	Equiv2	*skillID	*CTC	Repair	Body	BodyLoc1	BodyLoc2	Shoots	Quiver	Throwable	Reload	ReEquip	AutoStack	Magic	Rare	Normal	Beltable	MaxSockets1	MaxSocketsLevelThreshold1	MaxSockets2	MaxSocketsLevelThreshold2	MaxSockets3	TreasureClass	Rarity	StaffMods	Class	VarInvGfx	InvGfx1	InvGfx2	InvGfx3	InvGfx4	InvGfx5	InvGfx6	StorePage	*eol	UICategory	RunewordCategory1	RunewordCategory2	Restricted
M113	M113			25134	id 394 lev11	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M114	M114			25135	id 394 lev12	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M115	M115			25136	id 394 lev13	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M116	M116			25137	id 394 lev14	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M117	M117			25138	id 394 lev15	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M118	M118			25139	id 394 lev16	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M119	M119			25140	id 394 lev17	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M120	M120			25141	id 394 lev18	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M121	M121			25142	id 394 lev19	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M122	M122			25143	id 394 lev20	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M123	M123			25144	id 394 lev21	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M124	M124			25145	id 394 lev22	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M125	M125			25146	id 394 lev23	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M126	M126			25147	id 394 lev24	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M127	M127			25148	id 394 lev25	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M128	M128			25149	id 394 lev26	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M129	M129			25150	id 394 lev27	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M130	M130			25151	id 394 lev28	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M131	M131			25152	id 394 lev29	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M132	M132			25153	id 394 lev30	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M133	M133			25154	id 394 lev31	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M134	M134			25155	id 394 lev32	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M135	M135			25156	id 394 lev33	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M136	M136			25157	id 394 lev34	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M137	M137			25158	id 394 lev35	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M138	M138			25159	id 394 lev36	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M139	M139			25160	id 394 lev37	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M140	M140			25161	id 394 lev38	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M141	M141			25162	id 394 lev39	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M142	M142			25163	id 394 lev40	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M143	M143			25164	id 394 lev41	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M144	M144			25165	id 394 lev42	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M145	M145			25166	id 394 lev43	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M146	M146			25167	id 394 lev44	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M147	M147			25168	id 394 lev45	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M148	M148			25169	id 394 lev46	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M149	M149			25170	id 394 lev47	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M150	M150			25171	id 394 lev48	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M151	M151			25172	id 394 lev49	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M152	M152			25173	id 394 lev50	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M153	M153			25174	id 394 lev51	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M154	M154			25175	id 394 lev52	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M155	M155			25176	id 394 lev53	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M156	M156			25177	id 394 lev54	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M157	M157			25178	id 394 lev55	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M158	M158			25179	id 394 lev56	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M159	M159			25180	id 394 lev57	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M160	M160			25181	id 394 lev58	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M161	M161			25182	id 394 lev59	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M162	M162			25183	id 394 lev60	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M163	M163			25184	id 394 lev61	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M164	M164			25185	id 394 lev62	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M165	M165			25186	id 394 lev63	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M166	M166			25187	id 395 lev0	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M167	M167			25188	id 395 lev1	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M168	M168			25189	id 395 lev2	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M169	M169			25190	id 395 lev3	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M170	M170			25191	id 395 lev4	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M171	M171			25192	id 395 lev5	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M172	M172			25193	id 395 lev6	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M173	M173			25194	id 395 lev7	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M174	M174			25195	id 395 lev8	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M175	M175			25196	id 395 lev9	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M176	M176			25197	id 395 lev10	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M177	M177			25198	id 395 lev11	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M178	M178			25199	id 395 lev12	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M179	M179			25200	id 395 lev13	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M180	M180			25201	id 395 lev14	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M181	M181			25202	id 395 lev15	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M182	M182			25203	id 395 lev16	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M183	M183			25204	id 395 lev17	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M184	M184			25205	id 395 lev18	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M185	M185			25206	id 395 lev19	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M186	M186			25207	id 395 lev20	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M187	M187			25208	id 395 lev21	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M188	M188			25209	id 395 lev22	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M189	M189			25210	id 395 lev23	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M190	M190			25211	id 395 lev24	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M191	M191			25212	id 395 lev25	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M192	M192			25213	id 395 lev26	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M193	M193			25214	id 395 lev27	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M194	M194			25215	id 395 lev28	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M195	M195			25216	id 395 lev29	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M196	M196			25217	id 395 lev30	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M197	M197			25218	id 395 lev31	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M198	M198			25219	id 395 lev32	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M199	M199			25220	id 395 lev33	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M200	M200			25221	id 395 lev34	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M201	M201			25222	id 395 lev35	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M202	M202			25223	id 395 lev36	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M203	M203			25224	id 395 lev37	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M204	M204			25225	id 395 lev38	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M205	M205			25226	id 395 lev39	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M206	M206			25227	id 395 lev40	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M207	M207			25228	id 395 lev41	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M208	M208			25229	id 395 lev42	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M209	M209			25230	id 395 lev43	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M210	M210			25231	id 395 lev44	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M211	M211			25232	id 395 lev45	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M212	M212			25233	id 395 lev46	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M213	M213			25234	id 395 lev47	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M214	M214			25235	id 395 lev48	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M215	M215			25236	id 395 lev49	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M216	M216			25237	id 395 lev50	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M217	M217			25238	id 395 lev51	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M218	M218			25239	id 395 lev52	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M219	M219			25240	id 395 lev53	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M220	M220			25241	id 395 lev54	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M221	M221			25242	id 395 lev55	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M222	M222			25243	id 395 lev56	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M223	M223			25244	id 395 lev57	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M224	M224			25245	id 395 lev58	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M225	M225			25246	id 395 lev59	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M226	M226			25247	id 395 lev60	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M227	M227			25248	id 395 lev61	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M228	M228			25249	id 395 lev62	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M229	M229			25250	id 395 lev63	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M230	M230			25251	id 396 lev0	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M231	M231			25252	id 396 lev1	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M232	M232			25253	id 396 lev2	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M233	M233			25254	id 396 lev3	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M234	M234			25255	id 396 lev4	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M235	M235			25256	id 396 lev5	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M236	M236			25257	id 396 lev6	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M237	M237			25258	id 396 lev7	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M238	M238			25259	id 396 lev8	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M239	M239			25260	id 396 lev9	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M240	M240			25261	id 396 lev10	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M241	M241			25262	id 396 lev11	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M242	M242			25263	id 396 lev12	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M243	M243			25264	id 396 lev13	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M244	M244			25265	id 396 lev14	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M245	M245			25266	id 396 lev15	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M246	M246			25267	id 396 lev16	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M247	M247			25268	id 396 lev17	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M248	M248			25269	id 396 lev18	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M249	M249			25270	id 396 lev19	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M250	M250			25271	id 396 lev20	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M251	M251			25272	id 396 lev21	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M252	M252			25273	id 396 lev22	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M253	M253			25274	id 396 lev23	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M254	M254			25275	id 396 lev24	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M255	M255			25276	id 396 lev25	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M256	M256			25277	id 396 lev26	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M257	M257			25278	id 396 lev27	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M258	M258			25279	id 396 lev28	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M259	M259			25280	id 396 lev29	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M260	M260			25281	id 396 lev30	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M261	M261			25282	id 396 lev31	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M262	M262			25283	id 396 lev32	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M263	M263			25284	id 396 lev33	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M264	M264			25285	id 396 lev34	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M265	M265			25286	id 396 lev35	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M266	M266			25287	id 396 lev36	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M267	M267			25288	id 396 lev37	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M268	M268			25289	id 396 lev38	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M269	M269			25290	id 396 lev39	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M270	M270			25291	id 396 lev40	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M271	M271			25292	id 396 lev41	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M272	M272			25293	id 396 lev42	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M273	M273			25294	id 396 lev43	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M274	M274			25295	id 396 lev44	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M275	M275			25296	id 396 lev45	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M276	M276			25297	id 396 lev46	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M277	M277			25298	id 396 lev47	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M278	M278			25299	id 396 lev48	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M279	M279			25300	id 396 lev49	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M280	M280			25301	id 396 lev50	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M281	M281			25302	id 396 lev51	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M282	M282			25303	id 396 lev52	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M283	M283			25304	id 396 lev53	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M284	M284			25305	id 396 lev54	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M285	M285			25306	id 396 lev55	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M286	M286			25307	id 396 lev56	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M287	M287			25308	id 396 lev57	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M288	M288			25309	id 396 lev58	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M289	M289			25310	id 396 lev59	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M290	M290			25311	id 396 lev60	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M291	M291			25312	id 396 lev61	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M292	M292			25313	id 396 lev62	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M293	M293			25314	id 396 lev63	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M294	M294			25315	id 397 lev0	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M295	M295			25316	id 397 lev1	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M296	M296			25317	id 397 lev2	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M297	M297			25318	id 397 lev3	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M298	M298			25319	id 397 lev4	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M299	M299			25320	id 397 lev5	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M300	M300			25321	id 397 lev6	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M301	M301			25322	id 397 lev7	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M302	M302			25323	id 397 lev8	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M303	M303			25324	id 397 lev9	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M304	M304			25325	id 397 lev10	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M305	M305			25326	id 397 lev11	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M306	M306			25327	id 397 lev12	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M307	M307			25328	id 397 lev13	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M308	M308			25329	id 397 lev14	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M309	M309			25330	id 397 lev15	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M310	M310			25331	id 397 lev16	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M311	M311			25332	id 397 lev17	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M312	M312			25333	id 397 lev18	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M313	M313			25334	id 397 lev19	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M314	M314			25335	id 397 lev20	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M315	M315			25336	id 397 lev21	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M316	M316			25337	id 397 lev22	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M317	M317			25338	id 397 lev23	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M318	M318			25339	id 397 lev24	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M319	M319			25340	id 397 lev25	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M320	M320			25341	id 397 lev26	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M321	M321			25342	id 397 lev27	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M322	M322			25343	id 397 lev28	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M323	M323			25344	id 397 lev29	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M324	M324			25345	id 397 lev30	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M325	M325			25346	id 397 lev31	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M326	M326			25347	id 397 lev32	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M327	M327			25348	id 397 lev33	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M328	M328			25349	id 397 lev34	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M329	M329			25350	id 397 lev35	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M330	M330			25351	id 397 lev36	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M331	M331			25352	id 397 lev37	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M332	M332			25353	id 397 lev38	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M333	M333			25354	id 397 lev39	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M334	M334			25355	id 397 lev40	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M335	M335			25356	id 397 lev41	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M336	M336			25357	id 397 lev42	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M337	M337			25358	id 397 lev43	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M338	M338			25359	id 397 lev44	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M339	M339			25360	id 397 lev45	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M340	M340			25361	id 397 lev46	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M341	M341			25362	id 397 lev47	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M342	M342			25363	id 397 lev48	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M343	M343			25364	id 397 lev49	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M344	M344			25365	id 397 lev50	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M345	M345			25366	id 397 lev51	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M346	M346			25367	id 397 lev52	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M347	M347			25368	id 397 lev53	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M348	M348			25369	id 397 lev54	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M349	M349			25370	id 397 lev55	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M350	M350			25371	id 397 lev56	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M351	M351			25372	id 397 lev57	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M352	M352			25373	id 397 lev58	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M353	M353			25374	id 397 lev59	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M354	M354			25375	id 397 lev60	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M355	M355			25376	id 397 lev61	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M356	M356			25377	id 397 lev62	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M357	M357			25378	id 397 lev63	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M358	M358			25379	id 398 lev0	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M359	M359			25380	id 398 lev1	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M360	M360			25381	id 398 lev2	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
M361	M361			25382	id 398 lev3	0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0				
